"r_i","r_j","c_i","c_j","alpha_ionj","alpha_joni","tau_i","tau_j","Rho","interaction","scenario"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,0.0255622218635331,0.0255622218635331,0.05,0.05,0.035,"m","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.0639055546588329,0.0542868102379065,0.05,0.05,0.035,"p","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.108573620475813,-0.108573620475813,0.05,0.05,0.035,"c","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.108573620475813,-0.108573620475813,0.05,0.05,0.035,"c","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.108573620475813,-0.108573620475813,0.05,0.05,0.035,"c","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.108573620475813,-0.108573620475813,0.05,0.05,0.035,"c","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.108573620475813,-0.108573620475813,0.05,0.05,0.035,"c","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.108573620475813,-0.108573620475813,0.05,0.05,0.035,"c","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.108573620475813,-0.108573620475813,0.05,0.05,0.035,"c","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.108573620475813,-0.108573620475813,0.05,0.05,0.035,"c","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.108573620475813,-0.108573620475813,0.05,0.05,0.035,"c","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.108573620475813,-0.108573620475813,0.05,0.05,0.035,"c","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.108573620475813,-0.108573620475813,0.05,0.05,0.035,"c","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.108573620475813,-0.108573620475813,0.05,0.05,0.035,"c","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.108573620475813,-0.108573620475813,0.05,0.05,0.035,"c","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.108573620475813,-0.108573620475813,0.05,0.05,0.035,"c","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.108573620475813,-0.108573620475813,0.05,0.05,0.035,"c","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.108573620475813,-0.108573620475813,0.05,0.05,0.035,"c","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.108573620475813,-0.108573620475813,0.05,0.05,0.035,"c","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.108573620475813,-0.108573620475813,0.05,0.05,0.035,"c","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.108573620475813,-0.108573620475813,0.05,0.05,0.035,"c","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.108573620475813,-0.108573620475813,0.05,0.05,0.035,"c","Baseline"
1,1,0.782852759048374,0.782852759048374,-0.108573620475813,-0.108573620475813,0.05,0.05,0.035,"c","Baseline"
